full_name,short_name,short_name_2,type,year,rate
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_61,2016,0.413637956
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_61,2017,0.5
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_61,2018,0.47
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_61,2019,0.472
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_61,2020,0.472
HDFC Life Insurance Company Ltd.,HDFC,HDFC Life,month_61,2021,0.434
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_61,2016,0.352
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_61,2017,0.491215413
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_61,2018,0.491
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_61,2019,0.533036521
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_61,2020,0.565
ICICI Prudential Life Insurance Company Ltd.,ICICI Pru,ICICI Prudential Life,month_61,2021,0.564200905
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_61,2016,0.2601
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_61,2017,0.3578
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_61,2018,0.384137511
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_61,2019,0.3363
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_61,2020,0.374
IndiaFirst Life Insurance Company Ltd.,IFLI,IndiaFirst Life,month_61,2021,0.3963
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_61,2016,0.373861642
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_61,2017,0.45
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_61,2018,0.47204621
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_61,2019,0.4664
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_61,2020,0.4887
Kotak Mahindra Life Insurance Ltd.,Kotak,Kotak Life,month_61,2021,0.508094582
MaxLife  Insurance Company Ltd.,Max,Max Life,month_61,2016,0.37
MaxLife  Insurance Company Ltd.,Max,Max Life,month_61,2017,0.46
MaxLife  Insurance Company Ltd.,Max,Max Life,month_61,2018,0.47
MaxLife  Insurance Company Ltd.,Max,Max Life,month_61,2019,0.49
MaxLife  Insurance Company Ltd.,Max,Max Life,month_61,2020,0.5
MaxLife  Insurance Company Ltd.,Max,Max Life,month_61,2021,0.5
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_61,2016,0.171
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_61,2017,0.2445
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_61,2018,0.2647
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_61,2019,0.301629388
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_61,2020,0.3148
PNB Metlife India Insurance Company Ltd.,PNB,PNB Metlife,month_61,2021,0.3865
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_61,2016,0.156585486
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_61,2017,0.221753407
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_61,2018,0.155962393
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_61,2019,0.266
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_61,2020,0.5733
Pramerica Life Insurance Company Ltd.,Pramerica,Pramerica Life,month_61,2021,0.629127052
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_61,2016,0.1617
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_61,2017,0.314
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_61,2018,0.329709306
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_61,2019,0.361363415
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_61,2020,0.3598
Reliance Nippon  Life Insurance Company Ltd.,Reliance,Reliance Nippon Life,month_61,2021,0.389995225
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_61,2016,0.2344
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_61,2017,0.371885726
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_61,2018,0.379981974
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_61,2019,0.4228
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_61,2020,0.4261
SBI Life Insurance Company Ltd.,SBI,SBI Life,month_61,2021,0.389239785
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_61,2016,0.28033388
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_61,2017,0.245291574
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_61,2018,0.193375438
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_61,2019,0.237197479
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_61,2020,0.1934
Shriram Life Insurance Company Ltd.,Shriram,Shriram Life,month_61,2021,0.216297647
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_61,2016,0.214
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_61,2017,0.224972527
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_61,2018,0.4285
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_61,2019,0.427370981
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_61,2020,0.2586
Star Union Dai-ichi Life Insurance Company Ltd.,SUD,Star Union Dai-ichi Life,month_61,2021,0.356462759
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_61,2016,0.2402
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_61,2017,0.33217107
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_61,2018,0.3274
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_61,2019,0.3797
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_61,2020,0.427
TATA AIA Life Insurance Company Ltd.,Tata,Tata AIA Life,month_61,2021,0.39752259
